Sentiment,Tweet
4,@Ste1987 good luck! 
4,@eddyvijzendoorn Ha ! The comeback of The Beast ! LOL 
4,Just got asked if I was zack efron at the airport hahah. My name is jimmy! 
4,wel twitter bye  I am going to study a lil bit and then sleep bye love ya all en bless ya all  hope all youre dreams come true 
4,@electrosex physics girl  do you have chem 17? imy2. i went to David A and C`s concert. I LOOOOOVE IT &lt;3
0,My last night in the city that never sleeps 
0,Molly Makeout=No. Absolutly not. How could anyone think that was good music? Yucky. My ears turned inside out.  Not cool.
0,HAVE to LOVE accounting. 
4,What did I learn? Trying to figure it out all by myself took most off the time. Google took 5 minutes and I still needed the extra hands 
0,&quot;Kings&quot; has returned to TV! It will probably get cancelled though... 
4,Ahhh Its Good To Be Back On Twitter ! Has Anybody Missed My Annoying Random Tweets?? Me Thinks Not Hahaha!! Maybe Get Mcflys Dvd On Fri 
4,@spunkymunkey lol... yeah i love reading those books... if i was only able to read 4 books for the rest of my life it would be those 4.. 
4,new to this shiznaay 
0,@omgitsbrandonn i never got mine either 
0,@soumen08 nothing jus have a loser in my life n now repenting  neways hows ur training
4,"@RealBillBailey shall do , sounds great "
4,Yess I do! Im holding on to him so tight haha 
4,@iamvenice Nope. (: I Used To Be When I Was In Elementary Cause Now I Have Short Term Mem'ry Loss 
0,fuck! i hate streaming seasons of shows online. got to an awesome part then it said ive watched 72 minutes must wait 54 more to continue. 
0,My stomach is killing me 
4,@peterfacinelli &quot;Goin to Disney Land&quot;--good one 
4,@complikatedDiva akak jst happen 2b online. here' alot of my buddies tht into fitness &amp; weigh loss. so we update each other alot. 
0,Dreaming about cuddling your lady and waking up alone isn't fun 
0,@TopDraftPick Borrow the book from a friend/classmate! Idk about the tee &amp; chicken 
0,my throat hurts 
0,Left without even saying anything 
4,Come check out my latest video blog at www.katharinemcphee.com! Thank you all for your birthday wishes 
4,@Jen_Bunni Next Saturday Will Be Better . . . You'll Be With Me All Day  . Me &amp;&amp; My Whit Shuttin Shit Down ! =P
4,"@purpleryaa : hii rya !!! ^^, thank's yah udh follow .... "
0,@tommcfly: I want to go today to the concert  i love mcfly
0,needs to conquer this 5-10 research paper   I need all the help I can get!!!! PS I miss the boy already!! &lt;3
0,@CathrynMarie nope! you didnt want to roll with me 
4,"Hehe, heheeheheehee... His (not-so-subtle) questions make me so happy =D (Sorry, that's vague, I know...) Brightens even my darkest days! "
0,Wishing I could go to church.... 
4,Listening to tom petty n really diggin it. Time for sleepy sleep. Night 
0,@olitee Work again?! Is this another last-minute Oli project? But at least you're not missing lovely weather. Ah... Maybe you are. 
0,I wanna go to a chiropractor!!!! 
4,just wrecked with my bro hes the best 
4,Finish my dinner!!  I'm tired sotake a little nap!! 
4,"Reachhhh hums ord... Off to dreamlands, "
4,": To all my fellow twitters, sorry I have been out of pocket but my daughter &amp; an overwhelming intl. response to the biz has kept me busy "
0,Damn I swear we jus seen a nicca with a press and curl pulled in a bun couldn't twitpic cuz my phone flash 
0,Don't feel good 
0,"Air is escaping from my lungs, I'm in mothereffing terrible pain constantly, and I look like an old person when I walk around. "
4,woooot Paranoid on disney 5 seconds ago 
0,"The shuttle bus is late for almost one hour, many of us waited for it like a bird in the heavy shower "
4,"@melaarag wait, this is just the beginning of summer in dubai.. Next month you will be evaporating "
0,@gypsyraven they've already been built  too expensive for an everyday purchase of more also.
0,Broken 127. Not moving   http://twitpic.com/6bs1q
4,"my wife keeps telling me to stop being lazy &amp; make my own blog, but i think it's too much work &amp; twitting about it is much faster "
4,@kelliejones you've not missed much 
4,"@JohanLindfors @rfolkes Hint #1) Week 19 - MSDN Newsletter about WCF, WF and Dublin. Week 21 - MSDN Newsletter about Oslo. "
4,@TONYA_B lol its all good 
4,"Oh boy, my leave under threat...as usual.  The price of being hardworking...reward is having work "
0,"can someone say middle school drama!!!!! side note: need to wash my hair, but don't feel like it... "
0,"@PaulKetley about 6 months ago, just spoke to him now, i really miss him! i feel parentless almost "
4,watching chaos for the 3rd time.. lol.. i'll never get sick of Jason Statham.. 
4,Good morning!! How is everyone?! 
0,@laurabug just had a bad night 
0,@iiiccchhhaaa cep cep cep :| hati-hati ya lain kali 
4,Just saw a face that made me 
0,@HotTamaleHolly nobody would talk to me  so now I can't get in
4,"Back home after track club workout and Youth activity...cooked 80 hamburgers in 40 minutes, new record "
4,"@Curiouseralice I'm thinkin' you shouldn't speak for your entire class.  But hey, at least I know I'll be seeing you.  "
0,microsoft #bing does not recognize my symbian s60 browser 
4,2 for Rob 
4,"Always positive....always positive,  ready for a great day"
0,Boo the class i wanted to take over summer is full  Now i am a sad Panda
4,oh cam gigandet.....i just bought never back down 
0,"Cooked breakfast, cleaned dishes, did laundry, cleaned house. Now got to cut grass "
4,"is so glad it's Friday and I get to spend the weekend with one of the bestest friends, ever! "
0,"@juuulianne @faabianne hey girls, listen.. i gotta go now... it's already a half past midnight here and 2morrow i have to get up early. "
4,"@ingalunda wow, that is such a great photo, wow. only made out of letters, beautiful indeed! thanks for sharing "
0,Chuffed with the spanish oral =] but is really annoyed that youtube isnt working for her 
0,"@peterdtoit aww man, i am not getting that game here in the usa "
0,"I'm gonna sound really sick/stupid now O.o  But.. I miss having anorexia   Gah, I know that is stupid but I hate being fat."
0,good morning. english exam then 1 more tmr! It's starting to hit me that it'll be my last day of high school tmr. gonna miss everyone 
0,@Kayleeleanne Im not happy. My internet is down at the moment 
0,I just opened my Sigg for the first time in like 2 weeks.  It has developed a pungent odor 
0,"@CBD126 Worse. He went home to work at 9, and I work in a half hour. "
4,"@sndw2 Hello from the yellow baby room! I am needing to organize this space, now that my brain will have some more space!   TGIF!"
4,@tybooth whoa now that's cool! 
4,@thisisme77  love it!!
0,@_dznr @hawpunch has it  sorry!
0,@vivalariaa aww. That sucks. 
4,just saw prey... someday soon on the radio... got the poster. I'M TOTALLY NATTED OUT! 
4,@rocking_robin It's the middle of the afternoon! (3:15pm now) I think the hot weather is making me sleepy 
0,"Like so many right now, awaiting the iphone 3.0 update....10am has come and gone and nothing "
4,@selenagomez @ddlovato  @mileycyrus @taylorswift13http://bit.ly/M64jP  we made for you! hope you like! we love you 
4,"@MungoBumbleroot @perki it's just a thing, google it ;) "
4,back to the old life... finishing up (late) work whilst smoking a shisha... 
4,@RichardDrumm Poifect. 
4,and she said the Stamos hug made her day and she was flustered!  #Tonys rehearsal
4,MOVIE TIME! and it's with Brian. What could be better? 
4,WOOH! So glad to be home from wooooork!! 
4,@olabini Happy birthday! And many happy returns! 
0,I kinda feel like I'm goin to be sick. its only 2am. this sucks 
0,Hmmm craving for some pb&amp;j sandwich 
4,@perezhilton great job on Larry King Perez! You definently know what you're talking about  
4,thinks the world would go crazy if there's no music. Riiiight? 
0,"@omgmayhem yeah but i need to pick subjects to go to school, if i won't do it, i won't get to school &gt;.&gt; and i dunno what to choose "
4,@MCRMSIL Awsomee  I died mine black and didnt suit it :/ So its kinda red now 
0,So the sun is shining on the righteous again this morning.  Oh how I love commuting.  It makes work so much more enjoyable 
0,I've laid in bed this whole time. For a whole hour. Just wasting away the time. Grr.. Why do I do that? Now I have 1 1/2 before work. 
4,Sat next to my gorgeous Suzie. 
4,@tmcgaugh T$ - you used that excuse last year   @TouroLawCSO sounds like I slipped out of the honors banquet at just the right time
0,Eating soy crackers and dreaming of Johnny Rockets 
0,check that. what i meant to say was APPLE is holding my iphone in louiville  no early phone for me.
4,Bored Bored Bored...entertain me?  hehe
0,"@skybluedesigns2 Give it a little while, then either cancel the order or leave the dreaded bad feedback.  Sorry - that's the worst."
4,sunday is cycling-day. First time this year with mtb.  It's so beautiful  #specialized #ptrips   http://twitpic.com/4h0wj
0,@foodielive i dont even know how to tell......  
4,"@siggidori sad, but I think we can fix it "
0,My mimi is in the hospital 
4,"Somewhat hanging after last night's rain-fuelled antics, good times though. Back in the 'shire tomorrow for the Summer "
0,"came fome from gainesville, took a nap, just now woke up. oh what a life. but now i'm wide awake "
4,@gashead @MandyPandy32 - yes he is doing a brilliant job 
4,Want to gain followers? Ask #Trendall to look after your account for a week and see the masses join 
0,@loving_marilyn1 i wanna call yo but i can't because i have to wake up early in the morning so i need to go to sleep! 
4,"@kinkpink Horrible, isn't it? "
0,@DJPhillie04 that sucks 
4,@sbjess Hehe it was FANTABULOUS! 
0,TGIFF!  2883 lines of code written this week.  12K total so far.  too bad i found out none of it is going to work.    
4,"just signed out on plurk and friendster, now signing out here.. Bye "
0,@drummeraaron77 it wont let me reply to stuff 
0,Finished the Twlight Saga..it was good. Too bad I finished it. 
4,Zipping down to Dr David Geisler's seminar soon. Gonna be an exciting evening for me. 
4,is in the garden with roopy 
0,i want to get it done this weekend but i just spent $70 on gas and now cant afford it 
4,@drunkbrunch Any interest to join on tweetup brunch this upcoming Saturday? Promises to be fun! 
4,Something good is happening. 
0,@amor_kills what about me 
0,@krrptd1 well we're hungry now 
0,"omg...haul tailing out the house, got to my destination   no wallet  "
0,@Knittykim its taking forever for me to reach level 12 and i lost 100k of your moneyz bcos i fail math. 
0,i watch @jonasbrothers the concert experience again. many scenes were cut. its like the one i watched was an extended version. not in 3d 
4,"@DCBadger why, yes i do. an excellent call "
4,"On the way to Canary Wharf for the first time in a couple of weeks, see if my desk is still there! "
4,Working on another painting...will list and post here soon 
4,My girlfriend is moving in with me today! 
4,Happy 2 years? 
4,@RWZombie Welcome aboard Rob!  It's great to see you on Twitter  Come join us senile fans of Twitmania.
4,looking at an insane view of hollyweird....in an altered state. 
0,@hollymarie28 @donniewahlberg  Y is it everytime i get on they get off..i guess i'm just not Ddub worthy?? 
0,So tired and I don't know why 
4,says *blurp* busog  I hope you guys enjoyed lunch  http://plurk.com/p/xsau5
0,Watchin a sad movie with mmy mom 
0,@sprightlyj if that was a joke it went over my head 
0,Rejected from another part-time employment opportunity. 
0,heading downstairs for my boss's retirement party! I can't believe she is leaving next week 
0,"is sad, last day in Brazil...   Back to the US tomorrow, but very excited to see all of his friends!"
4,"@sabina1971 In fact, SS shows these children being just as &quot;cool&quot; as all the others. I support this "
0,@cmaplesyrup  ya u have and your friends!!!
0,I am not looking forward to getting up early for work tomorrow. 
4,@FBeitdashtoo thanks Fiona.  Happy bday a few hours early!  Have a fantastic day today!! 
0,@PrettyexKlusive Hey friend....I always expect to see you when I'm on.  Where are you? 
